,FFR_2,FFR_3
4095,0.995953,1.030414
4096,0.995693,1.032366
4097,0.995394,1.034615
4098,0.995107,1.036772
4099,0.994776,1.039257
4100,0.994453,1.041683
4101,0.994198,1.043599
4102,0.993953,1.045442
4103,0.99368,1.047492
4104,0.99338,1.049749
4105,0.993064,1.05212
4106,0.992761,1.054399
4107,0.992437,1.056834
4108,0.992123,1.059197
4109,0.991804,1.061595
4110,0.994886,1.038428
4111,0.994552,1.040938
4112,0.994201,1.043581
4113,0.993876,1.046021
4114,0.993483,1.048971
4115,0.993091,1.051921
4116,0.992786,1.05421
4117,0.992493,1.056415
4118,0.992161,1.058911
4119,0.991795,1.061657
4120,0.991417,1.064498
4121,0.991057,1.067202
4122,0.990674,1.070083
4123,0.990301,1.072887
4124,0.989925,1.075711
4125,0.99373,1.04712
4126,0.993305,1.05031
4127,0.992889,1.053437
4128,0.992523,1.056191
4129,0.992067,1.059618
4130,0.991602,1.06311
4131,0.991245,1.065796
4132,0.9909,1.068384
4133,0.990506,1.071345
4134,0.990072,1.074607
4135,0.989629,1.077936
4136,0.989211,1.08108
4137,0.988767,1.084416
4138,0.988334,1.087671
4139,0.9879,1.090934
4140,0.992499,1.056366
4141,0.991969,1.060352
4142,0.99147,1.0641
4143,0.991051,1.067251
4144,0.990526,1.071194
4145,0.989986,1.075252
4146,0.989572,1.078369
4147,0.989172,1.081373
4148,0.988713,1.08482
4149,0.988208,1.088614
4150,0.987698,1.092449
4151,0.987218,1.096054
4152,0.986712,1.09986
4153,0.986217,1.103577
4154,0.985723,1.107292
4155,0.991207,1.066081
4156,0.990558,1.070955
4157,0.989956,1.075477
4158,0.989467,1.079156
4159,0.988864,1.083682
4160,0.988245,1.088335
4161,0.987767,1.091933
4162,0.987305,1.095403
4163,0.986778,1.09936
4164,0.986201,1.103701
4165,0.985621,1.108059
4166,0.985076,1.112154
4167,0.984504,1.116447
4168,0.983947,1.120635
4169,0.983391,1.124817
4170,0.989855,1.076238
4171,0.989081,1.082058
4172,0.988357,1.087496
4173,0.987777,1.091858
4174,0.987084,1.097059
4175,0.986381,1.102345
4176,0.98583,1.106488
4177,0.985297,1.110494
4178,0.984697,1.114997
4179,0.984045,1.119897
4180,0.983393,1.124796
4181,0.982779,1.129411
4182,0.98214,1.134215
4183,0.981519,1.138884
4184,0.980898,1.143546
4185,0.988442,1.08686
4186,0.987538,1.093654
4187,0.986677,1.100119
4188,0.985985,1.105319
4189,0.98519,1.111298
4190,0.984395,1.117267
4191,0.983761,1.122034
4192,0.983145,1.126664
4193,0.982467,1.131759
4194,0.981738,1.137237
4195,0.981011,1.142698
4196,0.980324,1.147864
4197,0.979613,1.153207
4198,0.978926,1.158371
4199,0.978239,1.163528
4200,0.986959,1.098002
4201,0.985923,1.105783
4202,0.984916,1.113353
4203,0.984096,1.119519
4204,0.983183,1.12638
4205,0.982288,1.1331
4206,0.98156,1.138575
4207,0.980848,1.143927
4208,0.980082,1.149679
4209,0.979273,1.155761
4210,0.978469,1.161806
4211,0.977703,1.167557
4212,0.976916,1.173471
4213,0.976161,1.179149
4214,0.975407,1.184817
4215,0.985399,1.109722
4216,0.98423,1.118509
4217,0.983069,1.127236
4218,0.982107,1.134464
4219,0.981065,1.142296
4220,0.98006,1.14985
4221,0.979224,1.156129
4222,0.978403,1.162302
4223,0.97754,1.168785
4224,0.976645,1.175509
4225,0.975759,1.182165
4226,0.974912,1.188533
4227,0.974044,1.195058
4228,0.973216,1.201277
4229,0.972391,1.207476
4230,0.983756,1.12207
4231,0.982448,1.131903
4232,0.981127,1.141829
4233,0.980015,1.150186
4234,0.978835,1.15905
4235,0.977707,1.167533
4236,0.97675,1.174719
4237,0.975807,1.18181
4238,0.974835,1.18911
4239,0.973848,1.196527
4240,0.972877,1.203825
4241,0.971943,1.210842
4242,0.970988,1.21802
4243,0.970084,1.224815
4244,0.969185,1.231573
4245,0.982024,1.135084
4246,0.980567,1.146038
4247,0.979081,1.157202
4248,0.977812,1.166741
4249,0.97649,1.176675
4250,0.975225,1.186178
4251,0.974134,1.194384
4252,0.973057,1.202475
4253,0.971965,1.210683
4254,0.970876,1.21886
4255,0.969815,1.226839
4256,0.96879,1.234539
4257,0.967742,1.242413
4258,0.966756,1.249827
4259,0.965777,1.25718
4260,0.980199,1.148805
4261,0.978578,1.160983
4262,0.976847,1.173993
4263,0.975489,1.184197
4264,0.974022,1.195224
4265,0.972609,1.205839
4266,0.971367,1.215171
4267,0.970148,1.224331
4268,0.968923,1.233537
4269,0.967723,1.242556
4270,0.966564,1.251266
4271,0.965444,1.259684
4272,0.964298,1.268297
4273,0.963223,1.276376
4274,0.962159,1.284368
4275,0.998506,1.011311
4276,0.998388,1.012197
4277,0.998235,1.013359
4278,0.998085,1.014492
4279,0.997939,1.015596
4280,0.997805,1.016617
4281,0.997689,1.017493
4282,0.997579,1.018322
4283,0.997463,1.019204
4284,0.997331,1.020198
4285,0.997192,1.021254
4286,0.997054,1.022301
4287,0.996902,1.023445
4288,0.996753,1.024575
4289,0.996596,1.025765
4290,0.997764,1.016921
4291,0.997616,1.018045
4292,0.997411,1.019593
4293,0.99721,1.021116
4294,0.997003,1.022682
4295,0.996809,1.02415
4296,0.996648,1.02537
4297,0.996494,1.026532
4298,0.99633,1.027775
4299,0.996146,1.029166
4300,0.99595,1.030653
4301,0.995757,1.032114
4302,0.995548,1.033693
4303,0.995345,1.035234
4304,0.995133,1.036836
4305,0.996918,1.023323
4306,0.996719,1.024831
4307,0.996467,1.026741
4308,0.996219,1.028614
4309,0.99595,1.030655
4310,0.995692,1.032605
4311,0.995485,1.034176
4312,0.995286,1.03568
4313,0.995069,1.037321
4314,0.994829,1.039141
4315,0.994573,1.041075
4316,0.994325,1.042954
4317,0.994058,1.044975
4318,0.993798,1.046939
4319,0.993532,1.048956
4320,0.995954,1.030624
4321,0.995694,1.032589
4322,0.995395,1.034856
4323,0.995107,1.037034
4324,0.994774,1.039551
4325,0.994449,1.042011
4326,0.994194,1.043944
4327,0.993949,1.045799
4328,0.993675,1.047871
4329,0.993373,1.050156
4330,0.993057,1.05255
4331,0.992753,1.054851
4332,0.992427,1.057318
4333,0.99211,1.059719
4334,0.991787,1.062159
4335,0.994881,1.038747
4336,0.994547,1.041275
4337,0.994194,1.04394
4338,0.993869,1.046405
4339,0.993473,1.049397
4340,0.993078,1.052389
4341,0.992773,1.054698
4342,0.992479,1.05692
4343,0.992146,1.059447
4344,0.991778,1.062231
4345,0.991399,1.065101
4346,0.991038,1.067833
4347,0.990652,1.070752
4348,0.990275,1.073603
4349,0.989896,1.076476
4350,0.993715,1.047567
4351,0.99329,1.050786
4352,0.992873,1.053942
4353,0.992505,1.056726
4354,0.992046,1.060204
4355,0.991577,1.063748
4356,0.991219,1.066457
4357,0.990874,1.069068
4358,0.990478,1.072071
4359,0.990041,1.07538
4360,0.989596,1.078746
4361,0.989176,1.081922
4362,0.988729,1.085304
4363,0.988292,1.088616
4364,0.987853,1.091937
4365,0.992474,1.05696
4366,0.991942,1.060992
4367,0.991442,1.064776
4368,0.99102,1.067963
4369,0.990491,1.071969
4370,0.989947,1.076088
4371,0.989531,1.079233
4372,0.989131,1.082267
4373,0.988668,1.085767
4374,0.988159,1.08962
4375,0.987646,1.0935
4376,0.987165,1.097144
4377,0.986655,1.101003
4378,0.986155,1.104785
4379,0.985655,1.108569
4380,0.991169,1.066841
4381,0.990516,1.07178
4382,0.989912,1.07635
4383,0.989421,1.080072
4384,0.988812,1.084675
4385,0.988188,1.0894
4386,0.987708,1.093032
4387,0.987245,1.09654
4388,0.986713,1.100563
4389,0.98613,1.104975
4390,0.985547,1.109387
4391,0.985,1.113526
4392,0.984425,1.117881
4393,0.983862,1.122145
4394,0.983299,1.126404
4395,0.989803,1.077181
4396,0.989022,1.083089
4397,0.988295,1.088591
4398,0.987712,1.093004
4399,0.987013,1.098297
4400,0.986303,1.103668
4401,0.98575,1.107853
4402,0.985214,1.111907
4403,0.984609,1.116489
4404,0.98395,1.121475
4405,0.983295,1.126437
4406,0.982678,1.131103
4407,0.982034,1.135977
4408,0.981406,1.140732
4409,0.980778,1.145481
4410,0.988372,1.088005
4411,0.98746,1.094912
4412,0.986595,1.101461
4413,0.985899,1.106723
4414,0.985095,1.11281
4415,0.984293,1.118878
4416,0.983657,1.123695
4417,0.983037,1.128385
4418,0.982351,1.133577
4419,0.981614,1.139154
4420,0.980883,1.144687
4421,0.980193,1.149913
4422,0.979477,1.155335
4423,0.978782,1.160595
4424,0.978088,1.165848
4425,0.986871,1.099368
4426,0.985824,1.10729
4427,0.98481,1.114966
4428,0.983986,1.121207
4429,0.983063,1.128194
4430,0.982159,1.135029
4431,0.981428,1.140567
4432,0.980711,1.145992
4433,0.979936,1.151857
4434,0.979117,1.158053
4435,0.978308,1.16418
4436,0.977539,1.169999
4437,0.976746,1.176003
4438,0.975982,1.181787
4439,0.975219,1.187559
4440,0.985291,1.111328
4441,0.984107,1.120285
4442,0.982937,1.129146
4443,0.98197,1.136464
4444,0.980916,1.144438
4445,0.9799,1.152128
4446,0.979061,1.158483
4447,0.978233,1.164747
4448,0.977359,1.171361
4449,0.976454,1.178212
4450,0.975562,1.18496
4451,0.974711,1.191406
4452,0.973835,1.198031
4453,0.972998,1.204366
4454,0.972164,1.210678
4455,0.983625,1.123934
4456,0.982299,1.13397
4457,0.980966,1.144059
4458,0.979848,1.152526
4459,0.978655,1.16155
4460,0.977514,1.170189
4461,0.976552,1.17747
4462,0.975601,1.184668
4463,0.974617,1.192118
4464,0.973618,1.199678
4465,0.97264,1.207078
4466,0.971701,1.214183
4467,0.970738,1.221473
4468,0.969824,1.228393
4469,0.968915,1.235272
4470,0.981869,1.137226
4471,0.980391,1.148417
4472,0.97889,1.159776
4473,0.977612,1.169447
4474,0.976276,1.179561
4475,0.974996,1.189243
4476,0.973897,1.197564
4477,0.972811,1.205782
4478,0.971704,1.21416
4479,0.970603,1.222495
4480,0.969534,1.230588
4481,0.968503,1.238386
4482,0.967447,1.246383
4483,0.96645,1.253931
4484,0.965461,1.261414
4485,0.980017,1.151245
4486,0.978372,1.163696
4487,0.976621,1.176948
4488,0.975254,1.187296
4489,0.97377,1.198525
4490,0.972341,1.209345
4491,0.971089,1.218816
4492,0.969859,1.228123
4493,0.968618,1.237521
4494,0.967403,1.246713
4495,0.966236,1.255548
4496,0.965109,1.264077
4497,0.963953,1.272824
4498,0.962867,1.281046
4499,0.961793,1.289175
4500,0.99852,1.011329
4501,0.998393,1.0123
4502,0.998239,1.013479
4503,0.998089,1.014627
4504,0.997943,1.01575
4505,0.997807,1.016789
4506,0.997691,1.017676
4507,0.997582,1.018515
4508,0.997465,1.019407
4509,0.997334,1.020414
4510,0.997194,1.021483
4511,0.997055,1.022545
4512,0.996903,1.023708
4513,0.996753,1.02486
4514,0.996594,1.026074
4515,0.997768,1.017092
4516,0.997619,1.018229
4517,0.997414,1.019799
4518,0.997212,1.021346
4519,0.997004,1.022938
4520,0.996809,1.024434
4521,0.996647,1.025671
4522,0.996493,1.026846
4523,0.996329,1.028106
4524,0.996144,1.029518
4525,0.995948,1.031025
4526,0.995754,1.032507
4527,0.995544,1.034114
4528,0.995339,1.035685
4529,0.995125,1.037321
4530,0.996917,1.023601
4531,0.996718,1.025128
4532,0.996465,1.027064
4533,0.996217,1.028966
4534,0.995945,1.031044
4535,0.995685,1.033032
4536,0.995477,1.034626
4537,0.995279,1.036147
4538,0.995061,1.037814
4539,0.994819,1.039665
4540,0.994563,1.041626
4541,0.994314,1.043532
4542,0.994045,1.045589
4543,0.993783,1.047594
4544,0.993514,1.049654
4545,0.995946,1.031039
4546,0.995686,1.033029
4547,0.995386,1.035328
4548,0.995097,1.03754
4549,0.994762,1.040106
4550,0.994434,1.042616
4551,0.994178,1.044576
4552,0.993932,1.046455
4553,0.993657,1.048562
4554,0.993353,1.050888
4555,0.993036,1.053318
4556,0.992731,1.055653
4557,0.992403,1.058164
4558,0.992082,1.060617
4559,0.991757,1.063111
4560,0.994863,1.039329
4561,0.994528,1.041893
4562,0.994175,1.044596
4563,0.993848,1.0471
4564,0.993449,1.050151
4565,0.993051,1.053205
4566,0.992745,1.055548
4567,0.99245,1.0578
4568,0.992114,1.060373
4569,0.991744,1.06321
4570,0.991363,1.066126
4571,0.991001,1.068898
4572,0.990612,1.071871
4573,0.990232,1.074784
4574,0.989848,1.077723
4575,0.993686,1.048344
4576,0.993258,1.051614
4577,0.99284,1.054815
4578,0.992471,1.057644
4579,0.992007,1.061194
4580,0.991534,1.064812
4581,0.991175,1.067561
4582,0.99083,1.070209
4583,0.99043,1.07327
4584,0.989989,1.076647
4585,0.989542,1.080068
4586,0.989121,1.083293
4587,0.988671,1.086738
4588,0.988228,1.090124
4589,0.987785,1.093522
4590,0.99243,1.057957
4591,0.991894,1.06206
4592,0.991392,1.065901
4593,0.990969,1.069139
4594,0.990435,1.073231
4595,0.989885,1.077438
4596,0.989469,1.080629
4597,0.989066,1.083708
4598,0.9886,1.087281
4599,0.988086,1.091217
4600,0.98757,1.095163
4601,0.987087,1.098864
4602,0.986573,1.102796
4603,0.986068,1.106664
4604,0.985562,1.110536
4605,0.991108,1.068079
4606,0.99045,1.073116
4607,0.989843,1.077759
4608,0.98935,1.08154
4609,0.988735,1.086246
4610,0.988105,1.091072
4611,0.987623,1.094758
4612,0.987158,1.098322
4613,0.986621,1.102434
4614,0.986031,1.106944
4615,0.985445,1.111433
4616,0.984896,1.115639
4617,0.984316,1.120077
4618,0.983746,1.12444
4619,0.983177,1.128798
4620,0.989723,1.078682
4621,0.988934,1.084719
4622,0.988203,1.090314
4623,0.987618,1.094799
4624,0.986911,1.100212
4625,0.986194,1.1057
4626,0.985639,1.109949
4627,0.9851,1.114071
4628,0.984488,1.11876
4629,0.983822,1.123859
4630,0.983162,1.12891
4631,0.982543,1.133653
4632,0.981894,1.138623
4633,0.981258,1.143489
4634,0.980623,1.148349
4635,0.988272,1.089792
4636,0.987348,1.096861
4637,0.986477,1.10353
4638,0.985779,1.108877
4639,0.984965,1.115105
4640,0.984155,1.121309
4641,0.983516,1.126202
4642,0.982893,1.130975
4643,0.982198,1.136291
4644,0.981453,1.141999
4645,0.980717,1.147633
4646,0.980023,1.152946
4647,0.9793,1.158476
4648,0.978597,1.16386
4649,0.977895,1.169235
4650,0.986747,1.101463
4651,0.985687,1.109581
4652,0.984664,1.11741
4653,0.983836,1.123755
4654,0.982902,1.130903
4655,0.981989,1.137896
4656,0.981253,1.143524
4657,0.980532,1.14905
4658,0.979747,1.155059
4659,0.978918,1.161402
4660,0.978103,1.167643
4661,0.97733,1.173561
4662,0.97653,1.179686
4663,0.975757,1.185606
4664,0.974985,1.191512
4665,0.985142,1.113754
4666,0.983941,1.122946
4667,0.982759,1.131994
4668,0.981787,1.139438
4669,0.980721,1.147597
4670,0.979693,1.155467
4671,0.978849,1.161932
4672,0.978015,1.168316
4673,0.97713,1.175097
4674,0.976213,1.182113
4675,0.975315,1.188987
4676,0.974459,1.195544
4677,0.973576,1.202305
4678,0.972729,1.208788
4679,0.971886,1.215245
4680,0.983449,1.126712
4681,0.982102,1.137025
4682,0.980755,1.147339
4683,0.979629,1.155959
4684,0.978423,1.165193
4685,0.977268,1.174039
4686,0.976299,1.181452
4687,0.975341,1.188794
4688,0.974343,1.196433
4689,0.973331,1.204176
4690,0.972347,1.211716
4691,0.971402,1.218946
4692,0.970431,1.226385
4693,0.969506,1.233465
4694,0.968587,1.2405
4695,0.981664,1.14038
4696,0.98016,1.151893
4697,0.978642,1.163518
4698,0.977355,1.173371
4699,0.976003,1.183722
4700,0.974707,1.193642
4701,0.9736,1.202121
4702,0.972504,1.210507
4703,0.971382,1.2191
4704,0.970267,1.227637
4705,0.96919,1.235884
4706,0.968153,1.243822
4707,0.967087,1.251982
4708,0.966079,1.259702
4709,0.96508,1.267351
4710,0.979781,1.154799
4711,0.978106,1.16762
4712,0.976333,1.181196
4713,0.974955,1.191745
4714,0.973454,1.20324
4715,0.972005,1.21433
4716,0.970743,1.22399
4717,0.969502,1.233492
4718,0.968243,1.243131
4719,0.967013,1.252546
4720,0.965837,1.26155
4721,0.964703,1.270234
4722,0.963537,1.279158
4723,0.962439,1.287564
4724,0.961354,1.295871
4725,0.9985,1.011654
4726,0.998397,1.012457
4727,0.998242,1.013658
4728,0.998091,1.014829
4729,0.997944,1.015975
4730,0.997807,1.017038
4731,0.997691,1.017943
4732,0.997581,1.018794
4733,0.997464,1.019702
4734,0.997332,1.020727
4735,0.997193,1.021814
4736,0.997053,1.022895
4737,0.996901,1.024082
4738,0.996749,1.02526
4739,0.996589,1.026504
4740,0.997768,1.017345
4741,0.997619,1.018502
4742,0.997413,1.020102
4743,0.99721,1.021679
4744,0.997,1.023307
4745,0.996803,1.024839
4746,0.996641,1.026101
4747,0.996487,1.027294
4748,0.996322,1.028577
4749,0.996137,1.030017
4750,0.995939,1.031551
4751,0.995745,1.03306
4752,0.995534,1.034701
4753,0.995327,1.03631
4754,0.995111,1.037987
4755,0.996911,1.023999
4756,0.996711,1.025553
4757,0.996457,1.027526
4758,0.996208,1.029466
4759,0.995934,1.031592
4760,0.995672,1.03363
4761,0.995463,1.035255
4762,0.995264,1.036801
4763,0.995045,1.038501
4764,0.994802,1.040391
4765,0.994545,1.042388
4766,0.994294,1.044331
4767,0.994024,1.046432
4768,0.99376,1.048486
4769,0.993488,1.050599
4770,0.99593,1.03162
4771,0.995669,1.033648
4772,0.995368,1.035989
4773,0.995078,1.038246
4774,0.99474,1.040872
4775,0.994409,1.043445
4776,0.994151,1.045443
4777,0.993905,1.047354
4778,0.993629,1.049505
4779,0.993322,1.051884
4780,0.993004,1.054361
4781,0.992697,1.056741
4782,0.992367,1.059307
4783,0.992043,1.061822
4784,0.991714,1.064381
4785,0.994835,1.04013
4786,0.994499,1.042744
4787,0.994145,1.045496
4788,0.993816,1.048051
4789,0.993414,1.051176
4790,0.993011,1.054307
4791,0.992703,1.056695
4792,0.992408,1.058986
4793,0.99207,1.061617
4794,0.991696,1.064521
4795,0.991313,1.067496
4796,0.990949,1.070322
4797,0.990558,1.073361
4798,0.990174,1.07635
4799,0.989785,1.079367
4800,0.993642,1.049399
4801,0.993213,1.052737
4802,0.992793,1.055997
4803,0.992422,1.05888
4804,0.991954,1.062519
4805,0.991476,1.066229
4806,0.991116,1.06903
4807,0.990769,1.071726
4808,0.990365,1.074861
4809,0.98992,1.078321
4810,0.98947,1.081813
4811,0.989047,1.085101
4812,0.988594,1.088624
4813,0.988147,1.0921
4814,0.987697,1.095589
4815,0.992369,1.059295
4816,0.991829,1.063491
4817,0.991325,1.067404
4818,0.9909,1.070704
4819,0.99036,1.0749
4820,0.989805,1.079214
4821,0.989387,1.082465
4822,0.988983,1.085603
4823,0.988511,1.089266
4824,0.987992,1.093302
4825,0.987473,1.097332
4826,0.986987,1.101106
4827,0.98647,1.105129
4828,0.985958,1.109101
4829,0.985447,1.113077
4830,0.991026,1.069728
4831,0.990362,1.074888
4832,0.989752,1.079622
4833,0.989257,1.083475
4834,0.988635,1.088302
4835,0.987998,1.093252
4836,0.987515,1.097008
4837,0.987047,1.100642
4838,0.986504,1.104861
4839,0.985908,1.10949
4840,0.985318,1.114076
4841,0.984766,1.118367
4842,0.984181,1.122909
4843,0.983605,1.127389
4844,0.983028,1.131867
4845,0.989618,1.080667
4846,0.988821,1.086862
4847,0.988085,1.092574
4848,0.987497,1.097144
4849,0.986783,1.102698
4850,0.986058,1.10833
4851,0.9855,1.112659
4852,0.984959,1.116865
4853,0.984339,1.12168
4854,0.983666,1.126917
4855,0.983001,1.13208
4856,0.982378,1.136919
4857,0.981723,1.142006
4858,0.98108,1.147005
4859,0.980438,1.151998
4860,0.988142,1.092137
4861,0.987206,1.099404
4862,0.986329,1.106222
4863,0.985628,1.111672
4864,0.984805,1.118063
4865,0.983985,1.124432
4866,0.983343,1.12942
4867,0.982716,1.134293
4868,0.982013,1.139756
4869,0.981258,1.14562
4870,0.980517,1.15138
4871,0.979819,1.156803
4872,0.97909,1.162466
4873,0.978378,1.167997
4874,0.977668,1.173518
4875,0.98659,1.104194
4876,0.985514,1.112554
4877,0.984482,1.120569
4878,0.98365,1.127038
4879,0.982706,1.134375
4880,0.981781,1.141556
4881,0.981042,1.147297
4882,0.980316,1.152944
4883,0.979521,1.159122
4884,0.978682,1.16564
4885,0.97786,1.172022
4886,0.977083,1.178064
4887,0.976275,1.184337
4888,0.975493,1.190419
4889,0.974712,1.196484
4890,0.984955,1.116895
4891,0.983735,1.126376
4892,0.982541,1.135652
4893,0.981564,1.143247
4894,0.980486,1.151623
4895,0.979445,1.15971
4896,0.978596,1.166309
4897,0.977756,1.172836
4898,0.976858,1.17981
4899,0.97593,1.187021
4900,0.975025,1.194051
4901,0.974163,1.200748
4902,0.973272,1.207672
4903,0.972415,1.214331
4904,0.971562,1.220961
4905,0.983231,1.13029
4906,0.98186,1.140943
4907,0.980498,1.15153
4908,0.979365,1.160333
4909,0.978144,1.169814
4910,0.976974,1.178908
4911,0.976,1.18648
4912,0.975033,1.193991
4913,0.974021,1.201851
4914,0.972997,1.209809
4915,0.972005,1.21752
4916,0.971054,1.224907
4917,0.970073,1.232526
4918,0.969138,1.239796
4919,0.968208,1.247017
4920,0.981413,1.144421
4921,0.97988,1.156328
4922,0.978343,1.168274
4923,0.977046,1.178347
4924,0.975678,1.188977
4925,0.974365,1.199181
4926,0.973249,1.207849
4927,0.972145,1.216433
4928,0.971006,1.225277
4929,0.969877,1.23405
4930,0.968792,1.242485
4931,0.967748,1.250596
4932,0.966672,1.258953
4933,0.965652,1.266878
4934,0.964642,1.274726
4935,0.979494,1.159331
4936,0.977785,1.172604
4937,0.975988,1.186569
4938,0.974599,1.197358
4939,0.973079,1.209169
4940,0.971611,1.220582
4941,0.970338,1.230466
4942,0.969086,1.240197
4943,0.967809,1.250119
4944,0.966564,1.259794
4945,0.965378,1.269005
4946,0.964236,1.277879
4947,0.96306,1.287018
4948,0.96195,1.295643
4949,0.960854,1.304161
4950,0.998548,1.011477
4951,0.998392,1.012704
4952,0.998237,1.013932
4953,0.998085,1.015131
4954,0.997937,1.016306
4955,0.997798,1.017397
4956,0.997681,1.018323
4957,0.997572,1.01919
4958,0.997454,1.020117
4959,0.997322,1.021164
4960,0.997182,1.022273
4961,0.997042,1.023376
4962,0.996888,1.024592
4963,0.996735,1.025801
4964,0.996573,1.027078
4965,0.997759,1.017711
4966,0.997609,1.018894
4967,0.997402,1.020531
4968,0.997198,1.022145
4969,0.996986,1.023815
4970,0.996787,1.025389
4971,0.996624,1.026679
4972,0.99647,1.027896
4973,0.996304,1.029208
4974,0.996117,1.030681
4975,0.995919,1.032247
4976,0.995724,1.033789
4977,0.995512,1.035469
4978,0.995302,1.037121
4979,0.995084,1.038844
4980,0.996894,1.024543
4981,0.996693,1.026132
4982,0.996438,1.028148
4983,0.996187,1.030134
4984,0.995911,1.032316
4985,0.995646,1.034411
4986,0.995435,1.036073
4987,0.995236,1.03765
4988,0.995015,1.03939
4989,0.99477,1.041326
4990,0.994512,1.043367
4991,0.994261,1.045353
4992,0.993989,1.047504
4993,0.993721,1.049616
4994,0.993447,1.051788
4995,0.995902,1.032386
4996,0.995639,1.034458
4997,0.995337,1.03685
4998,0.995045,1.039159
4999,0.994703,1.041855
5000,0.994369,1.044501
5001,0.99411,1.046545
5002,0.993863,1.048494
5003,0.993584,1.050699
5004,0.993276,1.053139
5005,0.992955,1.055672
5006,0.992647,1.058105
5007,0.992314,1.060735
5008,0.991987,1.06332
5009,0.991654,1.065952
5010,0.994791,1.041159
5011,0.994453,1.043834
5012,0.994098,1.046643
5013,0.993767,1.049254
5014,0.993361,1.052464
5015,0.992953,1.055685
5016,0.992645,1.058125
5017,0.992349,1.060464
5018,0.992007,1.063164
5019,0.99163,1.066146
5020,0.991244,1.06919
5021,0.990879,1.072079
5022,0.990485,1.075195
5023,0.990095,1.078269
5024,0.989703,1.081374
5025,0.99358,1.050732
5026,0.993148,1.05415
5027,0.992727,1.057476
5028,0.992354,1.060423
5029,0.991881,1.064161
5030,0.991398,1.067977
5031,0.991036,1.070839
5032,0.990687,1.073592
5033,0.99028,1.076812
5034,0.98983,1.080367
5035,0.989378,1.083942
5036,0.988952,1.087305
5037,0.988495,1.090918
5038,0.988042,1.094495
5039,0.987588,1.098087
5040,0.992285,1.060966
5041,0.991741,1.065269
5042,0.991235,1.069263
5043,0.990809,1.072633
5044,0.990263,1.076944
5045,0.989702,1.081381
5046,0.989281,1.084702
5047,0.988876,1.087908
5048,0.988399,1.091673
5049,0.987874,1.095824
5050,0.987352,1.099952
5051,0.986863,1.103812
5052,0.986341,1.107939
5053,0.985823,1.112029
5054,0.985305,1.116124
5055,0.990918,1.071767
5056,0.990247,1.077069
5057,0.989635,1.081906
5058,0.989138,1.085837
5059,0.98851,1.090797
5060,0.987866,1.09589
5061,0.98738,1.099725
5062,0.98691,1.103439
5063,0.986361,1.107779
5064,0.985758,1.112543
5065,0.985163,1.117243
5066,0.984608,1.121633
5067,0.984018,1.126294
5068,0.983434,1.130908
5069,0.982851,1.13552
5070,0.989484,1.083104
5071,0.988677,1.089481
5072,0.987937,1.095324
5073,0.987347,1.099985
5074,0.986625,1.105694
5075,0.985892,1.111488
5076,0.985332,1.115909
5077,0.984788,1.12021
5078,0.984161,1.125166
5079,0.983479,1.130558
5080,0.982809,1.13585
5081,0.982182,1.140803
5082,0.981521,1.146025
5083,0.98087,1.151174
5084,0.980219,1.156316
5085,0.987978,1.094999
5086,0.98703,1.102493
5087,0.986146,1.109478
5088,0.985443,1.115037
5089,0.984611,1.121607
5090,0.983782,1.128162
5091,0.983137,1.133257
5092,0.982506,1.138242
5093,0.981794,1.143869
5094,0.98103,1.149908
5095,0.980283,1.155814
5096,0.97958,1.161365
5097,0.978845,1.167178
5098,0.978124,1.172875
5099,0.977404,1.178562
5100,0.986396,1.107507
5101,0.985303,1.116145
5102,0.984262,1.124368
5103,0.983426,1.130971
5104,0.982472,1.138515
5105,0.981536,1.145908
5106,0.980794,1.151775
5107,0.980062,1.157554
5108,0.979257,1.16392
5109,0.978407,1.170634
5110,0.977579,1.177177
5111,0.976796,1.183364
5112,0.975981,1.189805
5113,0.975189,1.196069
5114,0.974398,1.202315
5115,0.984728,1.120687
5116,0.983486,1.1305
5117,0.98228,1.140032
5118,0.981298,1.147791
5119,0.980208,1.156404
5120,0.979154,1.164733
5121,0.9783,1.17148
5122,0.977454,1.178165
5123,0.976545,1.185353
5124,0.975605,1.192781
5125,0.974692,1.199989
5126,0.973825,1.206847
5127,0.972925,1.213958
5128,0.972057,1.220815
5129,0.971193,1.22764
5130,0.982969,1.134588
5131,0.981571,1.145633
5132,0.980192,1.156526
5133,0.979053,1.165529
5134,0.977819,1.17528
5135,0.976633,1.184652
5136,0.975653,1.1924
5137,0.974679,1.200096
5138,0.973654,1.208199
5139,0.972616,1.216395
5140,0.971616,1.224302
5141,0.970658,1.231868
5142,0.969668,1.239692
5143,0.968721,1.247176
5144,0.967781,1.254607
5145,0.981113,1.149255
5146,0.979548,1.161616
5147,0.977991,1.173922
5148,0.976686,1.184235
5149,0.975302,1.195173
5150,0.973971,1.205694
5151,0.972847,1.21457
5152,0.971734,1.22337
5153,0.97058,1.232489
5154,0.969436,1.241525
5155,0.968342,1.250173
5156,0.96729,1.258482
5157,0.966205,1.267063
5158,0.965173,1.275218
5159,0.964151,1.28329
5160,0.979154,1.164732
5161,0.977409,1.178525
5162,0.975586,1.192927
5163,0.974188,1.203979
5164,0.972649,1.216138
5165,0.971159,1.227911
5166,0.969877,1.238042
5167,0.968614,1.248023
5168,0.967319,1.258255
5169,0.966058,1.268218
5170,0.964863,1.277661
